deleted_path,kept_path,group_size
articles/2009/480-pg100.1_007.txt,articles/2009/480-pg100.1_003.txt,2
articles/2009/483-pg101.1_004.txt,articles/2009/482-pg100.3_012.txt,2
articles/2009/483-pg101.1_016.txt,articles/2009/483-pg101.1_010.txt,2
articles/2009/484-pg101.2_006.txt,articles/2009/484-pg101.2_003.txt,2
articles/2009/485-pg101.3_003.txt,articles/2009/484-pg101.2_018.txt,2
articles/2009/486-pg102.1_014.txt,articles/2009/486-pg102.1_011.txt,2
articles/2009/487-pg102.2_010.txt,articles/2009/487-pg102.2_007.txt,2
articles/2009/488-pg102.3_005.txt,articles/2009/488-pg102.3_003.txt,2
articles/2009/490-pg103.2_007.txt,articles/2009/489-pg103.1_014.txt,2
articles/2009/490-pg103.2_005.txt,articles/2009/490-pg103.2_004.txt,2
articles/2009/492-pg104.1_004.txt,articles/2009/492-pg104.1_002.txt,2
articles/2009/493-pg104.2_017.txt,articles/2009/493-pg104.2_002.txt,2
articles/2009/493-pg104.2_015.txt,articles/2009/493-pg104.2_013.txt,2
articles/2009/494-pg104.3_009.txt,articles/2009/494-pg104.3_005.txt,2
articles/2009/494-pg104.3_008.txt,articles/2009/494-pg104.3_006.txt,2
articles/2009/495-pg105.1_011.txt,articles/2009/495-pg105.1_009.txt,2
articles/2009/496-pg105.2_010.txt,articles/2009/496-pg105.2_003.txt,2
articles/2009/497-pg105.3_011.txt,articles/2009/496-pg105.2_018.txt,2
articles/2009/497-pg105.3_010.txt,articles/2009/497-pg105.3_002.txt,2
articles/2009/498-pg106.1_002.txt,articles/2009/497-pg105.3_013.txt,2
articles/2009/498-pg106.1_007.txt,articles/2009/498-pg106.1_003.txt,2
articles/2009/499-pg106.2_004.txt,articles/2009/498-pg106.1_011.txt,2
articles/2009/499-pg106.2_003.txt,articles/2009/498-pg106.1_015.txt,2
articles/2009/499-pg106.2_015.txt,articles/2009/499-pg106.2_011.txt,2
articles/2009/500-pg106.3_009.txt,articles/2009/500-pg106.3_006.txt,2
articles/2009/502-pg196.2_004.txt,articles/2009/501-pg196.1_012.txt,2
articles/2009/505-pg197.2_011.txt,articles/2009/505-pg197.2_002.txt,2
articles/2009/507-pg198.1_015.txt,articles/2009/507-pg198.1_010.txt,2
articles/2009/508-pg198.2_007.txt,articles/2009/508-pg198.2_001.txt,2
articles/2009/508-pg198.2_008.txt,articles/2009/508-pg198.2_006.txt,2
articles/2009/509-pg198.3_003.txt,articles/2009/508-pg198.2_012.txt,2
articles/2009/510-pg199.1_005.txt,articles/2009/509-pg198.3_011.txt,2
articles/2009/510-pg199.1_006.txt,articles/2009/509-pg198.3_012.txt,2
articles/2009/511-pg199.2_017.txt,articles/2009/511-pg199.2_014.txt,2
articles/2009/513-pg200.1_009.txt,articles/2009/512-pg199.3_012.txt,2
articles/2009/513-pg200.1_007.txt,articles/2009/512-pg199.3_013.txt,2
articles/2009/514-pg200.2_018.txt,articles/2009/514-pg200.2_016.txt,2
articles/2009/518-pg201.3_006.txt,articles/2009/517-pg201.2_013.txt,2
articles/2009/518-pg201.3_008.txt,articles/2009/518-pg201.3_005.txt,2
articles/2009/521-pg202.3_005.txt,articles/2009/520-pg202.2_004.txt,2
articles/2009/521-pg202.3_004.txt,articles/2009/520-pg202.2_005.txt,2
articles/2009/521-pg202.3_010.txt,articles/2009/521-pg202.3_009.txt,2
articles/2009/523-pg203.2_005.txt,articles/2009/522-pg203.1_016.txt,2
articles/2009/524-pg203.3_011.txt,articles/2009/524-pg203.3_002.txt,2
articles/2009/524-pg203.3_010.txt,articles/2009/524-pg203.3_007.txt,2
articles/2009/524-pg203.3_012.txt,articles/2009/524-pg203.3_008.txt,2
articles/2009/525-pg204.1_008.txt,articles/2009/525-pg204.1_003.txt,2
articles/2009/525-pg204.1_009.txt,articles/2009/525-pg204.1_004.txt,2
articles/2009/525-pg204.1_007.txt,articles/2009/525-pg204.1_005.txt,2
articles/2009/525-pg204.1_018.txt,articles/2009/525-pg204.1_010.txt,2
articles/2009/525-pg204.1_017.txt,articles/2009/525-pg204.1_015.txt,2
articles/2009/526-pg204.2_009.txt,articles/2009/526-pg204.2_006.txt,2
articles/2009/526-pg204.2_011.txt,articles/2009/526-pg204.2_008.txt,2
articles/2009/527-pg204.3_011.txt,articles/2009/527-pg204.3_004.txt,2
articles/2009/527-pg204.3_010.txt,articles/2009/527-pg204.3_008.txt,2
articles/2009/528-pg205.1_005.txt,articles/2009/528-pg205.1_002.txt,2
articles/2009/528-pg205.1_013.txt,articles/2009/528-pg205.1_010.txt,2
articles/2009/529-pg205.2_009.txt,articles/2009/529-pg205.2_007.txt,2
articles/2009/531-pg206.1_002.txt,articles/2009/530-pg205.3_006.txt,2
articles/2009/531-pg206.1_003.txt,articles/2009/530-pg205.3_012.txt,2
articles/2009/531-pg206.1_018.txt,articles/2009/531-pg206.1_010.txt,2
articles/2009/532-pg206.2_002.txt,articles/2009/531-pg206.1_017.txt,2
articles/2009/534-pg207.1_005.txt,articles/2009/534-pg207.1_002.txt,2
articles/2009/534-pg207.1_013.txt,articles/2009/534-pg207.1_007.txt,2
